id,title,subtitle,content,html_content,release_date,solved_by_count,difficulty
638,Weighted lattice paths,Problem 638,"
Let Pa,b denote a path in a a×b lattice grid with following properties:
The path begins at (0,0) and ends at (a,b).
The path consists only of unit moves upwards or to the right; that is the coordinates are increasing with every move.


Denote A(Pa,b) to be the area under the path. For the example of a P4,3 path given below, the area equals 6.




Define G(Pa,b,k)=kA(Pa,b). Let C(a,b,k) equal the sum of G(Pa,b,k) over all valid paths in a a×b lattice grid. 


You are given that

C(2,2,1)=6
C(2,2,2)=35
C(10,10,1)=184756
C(15,10,3)≡880419838mod1000000007
C(10000,10000,4)≡395913804mod1000000007


Calculate ∑k=17C(10k+k,10k+k,k) . Give your answer modulo 1000000007
","Let $P_{a,b}$ denote a path in a $a\times b$ lattice grid with following properties:
<ul><li>The path begins at $(0,0)$ and ends at $(a,b)$.</li>
<li>The path consists only of unit moves upwards or to the right; that is the coordinates are increasing with every move.</li>
</ul>

Denote $A(P_{a,b})$ to be the area under the path. For the example of a $P_{4,3}$ path given below, the area equals 6.

<div class=""center"">
<img src=""https://projecteuler.net/project/images/p638_lattice_area.png"" alt=""crossed lines"" /></div>
<p>
Define $G(P_{a,b},k)=k^{A(P_{a,b})}$. Let $C(a,b,k)$ equal the sum of $G(P_{a,b},k)$ over all valid paths in a $a\times b$ lattice grid. 
</p>
<p>
You are given that
</p>
<ul><li>$C(2,2,1)=6$</li>
<li>$C(2,2,2)=35$</li>
<li>$C(10,10,1)=184\,756$</li>
<li>$C(15,10,3) \equiv 880\,419\,838 \mod 1\,000\,000\,007$</li>
<li>$C(10\,000,10\,000,4) \equiv 395\,913\,804 \mod 1\,000\,000\,007$</li>
</ul>

Calculate $\displaystyle\sum_{k=1}^7 C(10^k+k, 10^k+k,k)$ . Give your answer modulo $1\,000\,000\,007$

",2018-10-07T04:00:00,371,40
639,Summing a multiplicative function,Problem 639,"
A multiplicative function f(x) is a function over positive integers satisfying f(1)=1 and f(ab)=f(a)f(b) for any two coprime positive integers a and b.
For integer k let fk(n) be a multiplicative function additionally satisfying fk(pe)=pk for any prime p and any integer e>0. 
For example, f1(2)=2, f1(4)=2, f1(18)=6 and f2(18)=36.
Let Sk(n)=∑i=1nfk(i).
For example, S1(10)=41, S1(100)=3512, S2(100)=208090, S1(10000)=35252550 and ∑k=13Sk(108)≡338787512(mod1000000007).
Find ∑k=150Sk(1012)mod1000000007.
","<p>A <b>multiplicative function</b> $f(x)$ is a function over positive integers satisfying $f(1)=1$ and $f(a b)=f(a) f(b)$ for any two coprime positive integers $a$ and $b$.</p>

<p>For integer $k$ let $f_k(n)$ be a multiplicative function additionally satisfying $f_k(p^e)=p^k$ for any prime $p$ and any integer $e&gt;0$.<br /> 
For example, $f_1(2)=2$, $f_1(4)=2$, $f_1(18)=6$ and $f_2(18)=36$.</p>

<p>Let $\displaystyle S_k(n)=\sum_{i=1}^{n} f_k(i)$.
For example, $S_1(10)=41$, $S_1(100)=3512$, $S_2(100)=208090$, $S_1(10000)=35252550$ and $\displaystyle \sum_{k=1}^{3} S_k(10^{8}) \equiv 338787512 \pmod{ 1\,000\,000\,007}$.</p>

<p>Find $\displaystyle \sum_{k=1}^{50} S_k(10^{12}) \bmod 1\,000\,000\,007$.</p>

",2018-10-21T07:00:00,260,70
640,Shut the Box,Problem 640,"
Bob plays a single-player game of chance using two standard 6-sided dice and twelve cards numbered 1 to 12. When the game starts, all cards are placed face up on a table.
Each turn, Bob rolls both dice, getting numbers x and y respectively, each in the range 1,...,6. He must choose amongst three options: turn over card x, card y, or card x+y. (If the chosen card is already face down, it is turned to face up, and vice versa.)
If Bob manages to have all twelve cards face down at the same time, he wins.
Alice plays a similar game, except that instead of dice she uses two fair coins, counting heads as 2 and tails as 1, and that she uses four cards instead of twelve. Alice finds that, with the optimal strategy for her game, the expected number of turns taken until she wins is approximately 5.673651.
Assuming that Bob plays with an optimal strategy, what is the expected number of turns taken until he wins? Give your answer rounded to 6 places after the decimal point.
","<p>Bob plays a single-player game of chance using two standard 6-sided dice and twelve cards numbered 1 to 12. When the game starts, all cards are placed face up on a table.</p>

<p>Each turn, Bob rolls both dice, getting numbers $x$ and $y$ respectively, each in the range 1,...,6. He must choose amongst three options: turn over card $x$, card $y$, or card $x+y$. (If the chosen card is already face down, it is turned to face up, and vice versa.)</p>

<p>If Bob manages to have all twelve cards face down at the same time, he wins.</p>

<p>Alice plays a similar game, except that instead of dice she uses two fair coins, counting heads as 2 and tails as 1, and that she uses four cards instead of twelve. Alice finds that, with the optimal strategy for her game, the expected number of turns taken until she wins is approximately 5.673651.</p>

<p>Assuming that Bob plays with an optimal strategy, what is the expected number of turns taken until he wins? Give your answer rounded to 6 places after the decimal point.</p>

",2018-10-28T10:00:00,341,50
641,A Long Row of Dice,Problem 641,"
Consider a row of n dice all showing 1.
First turn every second die,(2,4,6,…), so that the number showing is increased by 1. Then turn every third die. The sixth die will now show a 3. Then turn every fourth die and so on until every nth die (only the last die) is turned. If the die to be turned is showing a 6 then it is changed to show a 1.
Let f(n) be the number of dice that are showing a 1 when the process finishes. You are given f(100)=2 and f(108)=69.
Find f(1036).
","<p>Consider a row of $n$ dice all showing 1.</p>

<p>First turn every second die,$ (2,4,6,\ldots)$, so that the number showing is increased by 1. Then turn every third die. The sixth die will now show a 3. Then turn every fourth die and so on until every $n$th die (only the last die) is turned. If the die to be turned is showing a 6 then it is changed to show a 1.</p>

<p>Let $f(n)$ be the number of dice that are showing a 1 when the process finishes. You are given $f(100)=2$ and $f(10^8) = 69$.</p>

<p>Find $f(10^{36})$.</p>
",2018-11-03T13:00:00,477,35
642,Sum of largest prime factors,Problem 642,"
Let f(n) be the largest prime factor of n and F(n)=∑i=2nf(i).
For example F(10)=32, F(100)=1915 and F(10000)=10118280.

Find F(201820182018). Give your answer modulus 109.
","<p>Let $f(n)$ be the largest prime factor of $n$ and $\displaystyle F(n) = \sum_{i=2}^{n}f(i)$.<br />
For example $F(10)=32$, $F(100)=1915$ and $F(10000)=10118280$.</p>
<p>
Find $F(201820182018)$. Give your answer modulus $10^9$.</p>
",2018-11-10T16:00:00,352,45
643,2-Friendly,Problem 643,"
Two positive integers a and b are 2-friendly when gcd(a,b)=2t,t>0. For example, 24 and 40 are 2-friendly because gcd(24,40)=8=23 while 24 and 36 are not because gcd(24,36)=12=22⋅3 not a power of 2.
Let f(n) be the number of pairs, (p,q), of positive integers with 1≤p<q≤n such that p and q are 2-friendly. You are given f(102)=1031 and f(106)=321418433 modulo 1000000007.
Find f(1011) modulo 1000000007.
","<p>Two positive integers $a$ and $b$ are <em>2-friendly</em> when $\gcd(a,b) = 2^t, t&gt;0$. For example, 24 and 40 are 2-friendly because $\gcd(24,40) = 8 = 2^3$ while 24 and 36 are not because $\gcd(24,36) = 12 = 2^2\cdot 3$ not a power of 2.</p>

<p>Let $f(n)$ be the number of pairs, $(p,q)$, of positive integers with $1\le p\lt q\le n$ such that $p$ and $q$ are 2-friendly. You are given $f(10^2) = 1031$ and $f(10^6) = 321418433$ modulo $1\,000\,000\,007$.</p>

<p>Find $f(10^{11})$ modulo $1\,000\,000\,007$.</p>
",2018-11-17T19:00:00,592,25
644,Squares on the line,Problem 644,"
Sam and Tom are trying a game of (partially) covering a given line segment of length L by taking turns in placing unit squares onto the line segment. 
As illustrated below, the squares may be positioned in two different ways, either ""straight"" by placing the midpoints of two opposite sides on the line segment, or ""diagonal"" by placing two opposite corners on the line segment. Newly placed squares may touch other squares, but are not allowed to overlap any other square laid down before.
The player who is able to place the last unit square onto the line segment wins.



With Sam starting each game by placing the first square, they quickly realise that Sam can easily win every time by placing the first square in the middle of the line segment, making the game boring. 

Therefore they decide to randomise Sam's first move, by first tossing a fair coin to determine whether the square will be placed straight or diagonal onto the line segment and then choosing the actual position on the line segment randomly with all possible positions being equally likely. Sam's gain of the game is defined to be 0 if he loses the game and L if he wins. Assuming optimal play of both players after Sam's initial move, you can see that Sam's expected gain, called e(L), is only dependent on the length of the line segment.

For example, if L=2, Sam will win with a probability of 1, so e(2)=2. 
Choosing L=4, the winning probability will be 0.33333333 for the straight case and 0.22654092 for the diagonal case, leading to e(4)=1.11974851 (rounded to 8 digits after the decimal point each). 

Being interested in the optimal value of L for Sam, let's define f(a,b) to be the maximum of e(L) for some L∈[a,b]. 
You are given f(2,10)=2.61969775, being reached for L=7.82842712, and f(10,20)=5.99374121 (rounded to 8 digits each).

Find f(200,500), rounded to 8 digits after the decimal point.
","<p>Sam and Tom are trying a game of (partially) covering a given line segment of length $L$ by taking turns in placing unit squares onto the line segment. </p>

<p>As illustrated below, the squares may be positioned in two different ways, either ""straight"" by placing the midpoints of two opposite sides on the line segment, or ""diagonal"" by placing two opposite corners on the line segment. Newly placed squares may touch other squares, but are not allowed to overlap any other square laid down before.<br />
The player who is able to place the last unit square onto the line segment wins.</p>
<div class=""center"">
<img src=""https://projecteuler.net/project/images/p644_squareline.png"" alt=""p644_squareline.png"" /></div>
<p>
With Sam starting each game by placing the first square, they quickly realise that Sam can easily win every time by placing the first square in the middle of the line segment, making the game boring. </p>
<p>
Therefore they decide to randomise Sam's first move, by first tossing a fair coin to determine whether the square will be placed straight or diagonal onto the line segment and then choosing the actual position on the line segment randomly with all possible positions being equally likely. Sam's gain of the game is defined to be 0 if he loses the game and $L$ if he wins. Assuming optimal play of both players after Sam's initial move, you can see that Sam's expected gain, called $e(L)$, is only dependent on the length of the line segment.</p>
<p>
For example, if $L=2$, Sam will win with a probability of 1, so $e(2)= 2$. <br />
Choosing $L=4$, the winning probability will be 0.33333333 for the straight case and 0.22654092 for the diagonal case, leading to $e(4)=1.11974851$ (rounded to 8 digits after the decimal point each). </p>
<p>
Being interested in the optimal value of $L$ for Sam, let's define $f(a,b)$ to be the maximum of $e(L)$ for some $L \in [a,b]$. <br />
You are given $f(2,10)=2.61969775$, being reached for $L= 7.82842712$, and $f(10,20)=
5.99374121$ (rounded to 8 digits each).</p>
<p>
Find $f(200,500)$, rounded to 8 digits after the decimal point.</p> 
",2018-11-24T22:00:00,160,90
645,Every Day is a Holiday,Problem 645,"
On planet J, a year lasts for D days. Holidays are defined by the two following rules.
At the beginning of the reign of the current Emperor, his birthday is declared a holiday from that year onwards.
If both the day before and after a day d are holidays, then d also becomes a holiday.
Initially there are no holidays. Let E(D) be the expected number of Emperors to reign before all the days of the year are holidays, assuming that their birthdays are independent and uniformly distributed throughout the D days of the year.
You are given E(2)=1, E(5)=31/6, E(365)≈1174.3501.
Find E(10000). Give your answer rounded to 4 digits after the decimal point.
","<p>On planet J, a year lasts for $D$ days. Holidays are defined by the two following rules.</p>
<ol><li>At the beginning of the reign of the current Emperor, his birthday is declared a holiday from that year onwards.</li>
<li>If both the day before and after a day $d$ are holidays, then $d$ also becomes a holiday.</li>
</ol><p>Initially there are no holidays. Let $E(D)$ be the expected number of Emperors to reign before all the days of the year are holidays, assuming that their birthdays are independent and uniformly distributed throughout the $D$ days of the year.</p>
<p>You are given $E(2)=1$, $E(5)=31/6$, $E(365)\approx 1174.3501$.</p>
<p>Find $E(10000)$. Give your answer rounded to 4 digits after the decimal point.</p>

",2018-12-02T01:00:00,210,75
646,Bounded Divisors,Problem 646,"

Let n be a natural number and  p1α1⋅p2α2...pkαk its prime factorisation.
Define the Liouville function λ(n) as λ(n)=(−1)∑i=1kαi.
(i.e. −1 if the sum of the exponents αi is odd and 1 if the sum of the exponents is even. )
Let S(n,L,H)  be the sum λ(d)⋅d over all divisors d of n for which L≤d≤H.


You are given:
∙S(10!,100,1000)=1457
∙S(15!,103,105)=−107974
∙S(30!,108,1012)=9766732243224.

Find S(70!,1020,1060) and give your answer modulo 1000000007.

","<p>
Let $n$ be a natural number and  $p_1^{\alpha_1}\cdot p_2^{\alpha_2}...p_k^{\alpha_k}$ its prime factorisation.<br />
Define the <b>Liouville function</b> $\lambda(n)$ as $\lambda(n) = (-1)^{\sum\limits_{i=1}^{k}\alpha_i}$.<br />
(i.e. $-1$ if the sum of the exponents $\alpha_i$ is odd and $1$ if the sum of the exponents is even. )<br />
Let $S(n,L,H)$  be the sum $\lambda(d) \cdot d$ over all divisors $d$ of $n$ for which $L \leq d \leq H$.
</p>
<p>
You are given:<br />
$\bullet\, S(10! , 100, 1000) = 1457$<br />
$\bullet\, S(15!,  10^3, 10^5) = -107974$<br />
$\bullet\, S(30!,10^8, 10^{12}) = 9766732243224$.<br /></p>
<p>
Find $S(70!,10^{20}, 10^{60})$ and give your answer modulo $1\,000\,000\,007$.
</p>

",2018-12-09T04:00:00,273,40
647,Linear Transformations of Polygonal Numbers,Problem 647,"

It is possible to find positive integers A and B such that given any triangular number, Tn, then ATn+B is always a triangular number. We define F3(N) to be the sum of (A+B) over all such possible pairs (A,B) with max(A,B)≤N. For example F3(100)=184.


Polygonal numbers are generalisations of triangular numbers. Polygonal numbers with parameter k we call k-gonal numbers. The formula for the nth k-gonal number is 12n(n(k−2)+4−k) where n≥1. For example when k=3 we get 12n(n+1) the formula for triangular numbers.


The statement above is true for pentagonal, heptagonal and in fact any k-gonal number with k odd. For example when k=5 we get the pentagonal numbers and we can find positive integers A and B such that given any pentagonal number, Pn, then APn+B is always a pentagonal number. We define F5(N) to be the sum of (A+B) over all such possible pairs (A,B) with max(A,B)≤N.


Similarly we define Fk(N) for odd k. You are given ∑kFk(103)=14993 where the sum is over all odd k=3,5,7,….


Find ∑kFk(1012) where the sum is over all odd k=3,5,7,…

","<p>
It is possible to find positive integers $A$ and $B$ such that given any triangular number, $T_n$, then $AT_n +B$ is always a triangular number. We define $F_3(N)$ to be the sum of $(A+B)$ over all such possible pairs $(A,B)$ with $\max(A,B)\le N$. For example $F_3(100) = 184$.
</p>
<p>
Polygonal numbers are generalisations of triangular numbers. Polygonal numbers with parameter $k$ we call $k$-gonal numbers. The formula for the $n$th $k$-gonal number is $\frac 12n\big(n(k-2)+4-k\big)$ where $n \ge 1$. For example when $k = 3$ we get $\frac 12n(n+1)$ the formula for triangular numbers.
</p>
<p>
The statement above is true for pentagonal, heptagonal and in fact any $k$-gonal number with $k$ odd. For example when $k=5$ we get the pentagonal numbers and we can find positive integers $A$ and $B$ such that given any pentagonal number, $P_n$, then $AP_n+B$ is always a pentagonal number. We define $F_5(N)$ to be the sum of $(A+B)$ over all such possible pairs $(A,B)$ with $\max(A,B)\le N$.
</p>
<p>
Similarly we define $F_k(N)$ for odd $k$. You are given $\sum_{k} F_k(10^3) = 14993$ where the sum is over all odd $k = 3,5,7,\ldots$.
</p>
<p>
Find $\sum_{k} F_k(10^{12})$ where the sum is over all odd $k = 3,5,7,\ldots$
</p>
",2018-12-16T07:00:00,430,30
